1570127,4041339,7117089,10911929,14975675,18573815,21615284,23875489,25645832,26938860,27965601,28735863,29365752,29868536,30263016,30599201,30869819,31104953,31297718,31468088,31615158
1573721,4060969,7156477,10966707,15036605,18636792,21676449,23934837,25702586,26992516,28017444,28786347,29415166,29916192,30310187,30646156,30914536,31150355,31342303,31512562,31658682
1563195,4005771,7033189,10756046,14731947,18249122,21219066,23424588,25150513,26411551,27412004,28162809,28776503,29267196,29651641,29979539,30242407,30471773,30659159,30825985,30969004
1554195,4012021,7059343,10793106,14767161,18273199,21230572,23425922,25142636,26395796,27390689,28136929,28746739,29233289,29615022,29940486,30201859,30429647,30616356,30780987,30923352
1547371,4007007,7055705,10774025,14712441,18176621,21091997,23251436,24939559,26170754,27148129,27880306,28477966,28956565,29331071,29650835,29906137,30130465,30313256,30474435,30613488
1589235,4151267,7358615,11289703,15458502,19124490,22210198,24495595,26280836,27584228,28616769,29391379,30025039,30530242,30926205,31263668,31534490,31770772,31964066,32135040,32282361
1571915,4108173,7274991,11138811,15214703,18787598,21787481,24006172,25738186,27000880,28002041,28751784,29364340,29852964,30236484,30563448,30825376,31053421,31240449,31405609,31548441
1567787,4110535,7293085,11174291,15260930,18836112,21834217,24049300,25777248,27036331,28033072,28780398,29390693,29877538,30259022,30584194,30844986,31073147,31258600,31423247,31565372
1589349,4173425,7415861,11384825,15576987,19252701,22339707,24623717,26405648,27705550,28734951,29506901,30136963,30640040,31034516,31370764,31640188,31874905,32067069,32238046,32385011
1600023,4224291,7541441,11618563,15937086,19727086,22910765,25268302,27107674,28449757,29513167,30310197,30961474,31480616,31887956,32234973,32514612,32756675,32955308,33131520,33283093
1581541,4166719,7411955,11373971,15545417,19193284,22250589,24509609,26271650,27554888,28571679,29333498,29955760,30452155,30840531,31172027,31438363,31669708,31859143,32027489,32171791
1603545,4236007,7567721,11661608,15991564,19788580,22976673,25335202,27175824,28518047,29581397,30377615,31029692,31548629,31955427,32302701,32581273,32823504,33021705,33198080,33349449
1603295,4245221,7596033,11721439,16088477,19918368,23134938,25514804,27370826,28725007,29797431,30600724,31257884,31781506,32192348,32542518,32822752,33067622,33268362,33445414,33598426
1602753,4238259,7574065,11674515,16010973,19813674,23005839,25367585,27209941,28553556,29617600,30415393,31066985,31587396,31994616,32341543,32621095,32863543,33061547,33238502,33389762
1627047,4318689,7729369,11924020,16364706,20259764,23533357,25956338,27847196,29226424,30319104,31138305,31807052,32341922,32760451,33116448,33402700,33652331,33856412,34037142,34193297
1560457,4088691,7251231,11107475,15170204,18724092,21705911,23909526,25627383,26880036,27871993,28615571,29223549,29707532,30087639,30410243,30670843,30896624,31082202,31246375,31387164
1618847,4298647,7709699,11916163,16371004,20278714,23562057,25991042,27885500,29267843,30361728,31182086,31852318,32387658,32807336,33163930,33450624,33699875,33904470,34085854,34241310
1598015,4235409,7583923,11709392,16079024,19913329,23133894,25517503,27377895,28734435,29808756,30614029,31272623,31797937,32209450,32559984,32841526,33087144,33287543,33465372,33617897
