503969,1233279,2145565,3214419,4340753,5362105,6188612,6821186,7298158,7658023,7933247,8159452,8325407,8459162,8567666,8656842,8731512,8793726,8847190,8892625,8933860
504753,1232409,2137767,3194873,4306742,5312632,6126663,6749437,7217717,7572241,7843065,8065112,8228894,8360078,8466912,8554404,8627810,8689145,8741712,8786009,8826626
501423,1224267,2120805,3160045,4247365,5228829,6020490,6625636,7080503,7424197,7687215,7902434,8061021,8187919,8291467,8376779,8447373,8507093,8557595,8601035,8640357
509851,1256725,2190999,3275084,4406788,5425863,6246561,6873587,7344764,7700238,7971848,8194353,8358636,8490037,8596706,8684714,8758023,8819631,8871708,8916210,8957192
514893,1274807,2232355,3349718,4519136,5573846,6424418,7074383,7563033,7932117,8214528,8445364,8615813,8752728,8862996,8954511,9030741,9094510,9149013,9195432,9237777
509041,1245367,2165359,3243000,4377391,5405549,6237573,6874339,7354050,7716447,7993444,8220881,8388375,8522695,8631868,8721874,8796472,8860026,8913120,8958765,9000788
498435,1194529,2046523,3035271,4073890,5014810,5776029,6358678,6797435,7128956,7382310,7590066,7743816,7866717,7966361,8048921,8117207,8175071,8223826,8265533,8303743
500019,1198897,2058899,3063597,4123953,5087470,5868007,6466097,6916835,7257157,7517970,7731712,7889080,8015657,8118746,8203111,8273630,8332657,8383310,8426305,8465727
504783,1218183,2105295,3148414,4254124,5259826,6075800,6700881,7172918,7529078,7802098,8026000,8190998,8323577,8431175,8520130,8593697,8655422,8708397,8753370,8794570
502267,1206867,2080443,3108306,4198677,5191051,5996281,6613652,7079243,7431155,7700675,7921514,8084681,8215307,8321988,8409133,8482045,8543391,8595710,8639855,8680301
498035,1204125,2078759,3103329,4186126,5170469,5968084,6579426,7040138,7388232,7655169,7873617,8034529,8163747,8268818,8355617,8427212,8488281,8539667,8583804,8623992
499943,1207277,2080973,3102665,4181662,5160798,5954284,6562269,7020389,7366545,7631423,7848791,8008759,8137076,8241757,8327659,8399477,8459371,8510551,8554839,8594457
507999,1244161,2168837,3258236,4413501,5463868,6315823,6968652,7461111,7833738,8118319,8352198,8524161,8662885,8775564,8867900,8944822,9009728,9064872,9111662,9155060
502313,1222777,2123247,3183991,4309015,5332236,6162430,6798496,7278682,7641577,7919011,8147092,8314878,8449544,8559310,8649305,8724815,8787596,8841497,8887094,8929200
500301,1219651,2114891,3165796,4278249,5289663,6109506,6737710,7211433,7569356,7843492,8067941,8233861,8366724,8474736,8563757,8638077,8700385,8753036,8798188,8839774
497663,1209033,2088885,3121169,4215072,5209889,6017281,6636519,7103452,7455962,7726303,7947499,8111197,8242075,8348451,8436561,8509135,8571018,8623015,8667594,8708877
510451,1252833,2176273,3255167,4392987,5423420,6258069,6897394,7378554,7742646,8020860,8249040,8417161,8552133,8662065,8752233,8827428,8890531,8944364,8990613,9032357
511159,1258195,2182073,3246589,4353444,5347880,6148677,6759398,7218653,7565241,7829484,8046266,8206211,8334079,8438368,8523826,8595014,8654973,8705915,8749595,8789365
